,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
1488,2016-06-03,1430.14,1434.21,1436.91,1422.02,423389,443039584.0,1.04,0.38,5.42,0.35
1489,2016-06-06,1435.56,1435.56,1438.27,1427.43,338332,354998368.0,0.76,0.09,1.35,0.28
1490,2016-06-07,1436.91,1436.91,1438.27,1431.5,229282,240887148.0,0.47,0.09,1.35,0.19
1491,2016-06-08,1439.62,1434.21,1439.62,1428.79,268188,281651744.0,0.75,-0.19,-2.7,0.22
1492,2016-06-13,1428.79,1411.18,1430.14,1411.18,344817,358996272.0,1.32,-1.61,-23.03,0.28
1493,2016-06-14,1412.54,1420.66,1422.02,1409.83,273637,283578304.0,0.86,0.67,9.48,0.22
1494,2016-06-15,1411.18,1426.08,1431.5,1409.83,378172,394033680.0,1.53,0.38,5.42,0.31
1495,2016-06-16,1425.67,1425.67,1430.55,1419.17,386670,331192448.0,0.8,-0.03,-0.41,0.26
1496,2016-06-17,1425.67,1427.3,1432.17,1420.8,315173,270236704.0,0.8,0.11,1.63,0.22
1497,2016-06-20,1428.92,1430.55,1430.55,1424.05,270732,232205297.0,0.46,0.23,3.25,0.19
1498,2016-06-21,1432.17,1432.17,1438.68,1427.3,380750,327940704.0,0.8,0.11,1.62,0.26
1499,2016-06-22,1430.55,1451.68,1451.68,1427.3,478002,413947376.0,1.7,1.36,19.51,0.33
1500,2016-06-23,1441.93,1440.3,1446.8,1435.42,335614,290490400.0,0.78,-0.78,-11.38,0.23
1501,2016-06-24,1437.05,1425.67,1446.8,1417.55,427664,367771056.0,2.03,-1.02,-14.63,0.29
1502,2016-06-27,1425.67,1432.17,1437.05,1420.8,325214,280044080.0,1.14,0.46,6.5,0.22
1503,2016-06-28,1427.3,1435.42,1437.05,1424.05,336519,289122208.0,0.91,0.23,3.25,0.23
1504,2016-06-29,1435.42,1445.18,1445.18,1433.8,369612,319908688.0,0.79,0.68,9.76,0.25
1505,2016-06-30,1445.18,1446.8,1453.3,1440.3,362205,315051856.0,0.9,0.11,1.62,0.25
1506,2016-07-01,1445.18,1448.43,1451.68,1443.55,348930,303652368.0,0.56,0.11,1.63,0.24
1507,2016-07-04,1445.18,1464.68,1472.81,1441.93,608257,534656912.0,2.13,1.12,16.25,0.42
1508,2016-07-05,1463.05,1464.68,1467.93,1458.18,422037,371422816.0,0.67,0.0,0.0,0.29
1509,2016-07-06,1463.05,1461.43,1466.31,1456.55,322950,283827376.0,0.67,-0.22,-3.25,0.22
1510,2016-07-07,1461.43,1459.8,1463.05,1453.3,312853,274337184.0,0.67,-0.11,-1.63,0.21
1511,2016-07-08,1461.43,1453.3,1461.43,1451.68,261342,228778674.0,0.67,-0.45,-6.5,0.18
1512,2016-07-11,1454.93,1454.93,1461.43,1453.3,365373,320333760.0,0.56,0.11,1.63,0.25
1513,2016-07-12,1454.93,1476.06,1477.68,1453.3,711832,627505584.0,1.68,1.45,21.13,0.49
1514,2016-07-13,1476.06,1493.93,1503.69,1472.81,798289,716797024.0,2.09,1.21,17.87,0.55
1515,2016-07-14,1490.68,1485.81,1495.56,1480.93,359699,321889344.0,0.98,-0.54,-8.12,0.25
1516,2016-07-15,1487.43,1493.93,1495.56,1480.93,352034,315555248.0,0.98,0.55,8.12,0.24
1517,2016-07-18,1493.93,1502.06,1508.56,1490.68,506935,457358032.0,1.2,0.54,8.13,0.35
1518,2016-07-19,1502.06,1490.68,1503.69,1487.43,362788,326046528.0,1.08,-0.76,-11.38,0.25
1519,2016-07-20,1489.06,1489.06,1493.93,1487.43,310926,278737200.0,0.44,-0.11,-1.62,0.21
1520,2016-07-21,1487.43,1493.93,1497.19,1487.43,340261,305710336.0,0.66,0.33,4.87,0.23
1521,2016-07-22,1493.93,1485.81,1493.93,1482.56,295550,264379250.0,0.76,-0.54,-8.12,0.2
1522,2016-07-25,1484.18,1492.31,1492.31,1480.93,264683,236937494.0,0.77,0.44,6.5,0.18
1523,2016-07-26,1490.68,1513.44,1515.06,1490.68,546557,494506416.0,1.63,1.42,21.13,0.37
1524,2016-07-27,1515.06,1497.19,1523.19,1480.93,818678,741263296.0,2.79,-1.07,-16.25,0.56
1525,2016-07-28,1492.31,1508.56,1513.44,1490.68,479910,434490544.0,1.52,0.76,11.37,0.33
1526,2016-07-29,1508.56,1528.07,1534.57,1500.44,671425,614972672.0,2.26,1.29,19.51,0.46
1527,2016-08-01,1524.82,1541.07,1550.82,1523.19,759324,702466624.0,1.81,0.85,13.0,0.52
1528,2016-08-02,1534.57,1536.19,1537.82,1523.19,449165,413484592.0,0.95,-0.32,-4.88,0.31
1529,2016-08-03,1529.69,1524.82,1531.32,1519.94,424622,389817536.0,0.74,-0.74,-11.37,0.29
1530,2016-08-04,1523.19,1493.93,1524.82,1484.18,1344462,1210346976.0,2.67,-2.03,-30.89,0.92
1531,2016-08-05,1493.93,1502.06,1506.94,1487.43,725948,654998096.0,1.31,0.54,8.13,0.5
1532,2016-08-08,1502.06,1513.44,1513.44,1497.19,398479,361191040.0,1.08,0.76,11.38,0.27
1533,2016-08-09,1510.19,1519.94,1519.94,1506.94,415676,378720688.0,0.86,0.43,6.5,0.28
1534,2016-08-10,1519.94,1518.31,1524.82,1515.06,436655,399656992.0,0.64,-0.11,-1.63,0.3
1535,2016-08-11,1518.31,1531.32,1552.44,1516.69,935576,866594864.0,2.35,0.86,13.01,0.64
1536,2016-08-12,1528.07,1576.82,1581.7,1524.82,1370022,1282336288.0,3.71,2.97,45.5,0.94
1537,2016-08-15,1584.95,1606.08,1625.58,1578.45,1897552,1835196864.0,2.99,1.86,29.26,1.3
1538,2016-08-16,1606.08,1580.07,1606.08,1570.32,1099559,1050479552.0,2.23,-1.62,-26.01,0.75
1539,2016-08-17,1580.07,1584.95,1593.08,1573.57,560725,534926048.0,1.23,0.31,4.88,0.38
1540,2016-08-18,1586.58,1576.82,1591.45,1565.45,691504,658183952.0,1.64,-0.51,-8.13,0.47
1541,2016-08-19,1575.2,1578.45,1580.07,1565.45,505335,478779728.0,0.93,0.1,1.63,0.35
1542,2016-08-22,1576.82,1560.57,1578.45,1554.07,979433,922426432.0,1.54,-1.13,-17.88,0.67
1543,2016-08-23,1557.32,1560.57,1568.7,1555.7,890657,838185904.0,0.83,0.0,0.0,0.61
1544,2016-08-24,1562.2,1565.45,1565.45,1557.32,732281,688971680.0,0.52,0.31,4.88,0.5
1545,2016-08-25,1563.82,1567.07,1568.7,1550.82,617390,580648480.0,1.14,0.1,1.62,0.42
1546,2016-08-26,1568.7,1568.7,1571.95,1560.57,502234,473688080.0,0.73,0.1,1.63,0.34
1547,2016-08-29,1562.2,1563.82,1568.7,1557.32,565232,532295360.0,0.73,-0.31,-4.88,0.39
1548,2016-08-30,1563.82,1571.95,1571.95,1562.2,595081,561854064.0,0.62,0.52,8.13,0.41
1549,2016-08-31,1570.32,1575.2,1576.82,1565.45,489747,463875760.0,0.72,0.21,3.25,0.33
1550,2016-09-01,1575.2,1568.7,1580.07,1563.82,480131,454848640.0,1.03,-0.41,-6.5,0.33
1551,2016-09-02,1565.45,1568.7,1570.32,1563.82,368796,348054368.0,0.41,0.0,0.0,0.25
1552,2016-09-05,1570.32,1563.82,1570.32,1560.57,469937,443204800.0,0.62,-0.31,-4.88,0.32
1553,2016-09-06,1563.82,1562.2,1565.45,1554.07,574738,539813280.0,0.73,-0.1,-1.62,0.39
1554,2016-09-07,1562.2,1560.57,1563.82,1555.7,459373,431984160.0,0.52,-0.1,-1.63,0.31
1555,2016-09-08,1558.95,1560.57,1563.82,1557.32,295218,277503760.0,0.42,0.0,0.0,0.2
1556,2016-09-09,1560.57,1557.32,1565.45,1554.07,327431,307527264.0,0.73,-0.21,-3.25,0.22
1557,2016-09-12,1542.69,1521.56,1547.57,1516.69,756582,697759184.0,1.98,-2.3,-35.76,0.52
1558,2016-09-13,1524.82,1526.44,1529.69,1518.31,460931,423113840.0,0.75,0.32,4.88,0.32
1559,2016-09-14,1523.19,1505.31,1524.82,1503.69,421481,384081264.0,1.38,-1.38,-21.13,0.29
1560,2016-09-19,1503.69,1515.06,1518.31,1503.69,354349,322575920.0,0.97,0.65,9.75,0.24
1561,2016-09-20,1515.06,1508.56,1515.06,1502.06,436679,396359328.0,0.86,-0.43,-6.5,0.3
1562,2016-09-21,1508.56,1508.56,1511.81,1500.44,405665,367767504.0,0.75,0.0,0.0,0.28
1563,2016-09-22,1511.81,1521.56,1524.82,1510.19,494613,451909024.0,0.97,0.86,13.0,0.34
1564,2016-09-23,1521.56,1519.94,1526.44,1518.31,288799,264699513.0,0.53,-0.11,-1.62,0.2
1565,2016-09-26,1516.69,1502.06,1516.69,1502.06,439482,398771872.0,0.96,-1.18,-17.88,0.3
1566,2016-09-27,1502.06,1505.31,1506.94,1497.19,401324,362769232.0,0.65,0.22,3.25,0.27
1567,2016-09-28,1505.31,1503.69,1505.31,1500.44,271366,245499467.0,0.32,-0.11,-1.62,0.19
1568,2016-09-29,1503.69,1505.31,1508.56,1503.69,303664,275239664.0,0.32,0.11,1.62,0.21
1569,2016-09-30,1505.31,1506.94,1511.81,1503.69,308085,279526480.0,0.54,0.11,1.63,0.21
1570,2016-10-10,1511.81,1515.06,1523.19,1508.56,611382,557122272.0,0.97,0.54,8.12,0.42
1571,2016-10-11,1516.69,1519.94,1519.94,1513.44,363371,331886512.0,0.43,0.32,4.88,0.25
1572,2016-10-12,1518.31,1516.69,1521.56,1515.06,270316,246995531.0,0.43,-0.21,-3.25,0.18
1573,2016-10-13,1508.56,1506.94,1513.44,1503.69,632368,574142480.0,0.64,-0.64,-9.75,0.43
1574,2016-10-14,1505.31,1510.19,1510.19,1502.06,335412,304218672.0,0.54,0.22,3.25,0.23
1575,2016-10-17,1508.56,1503.69,1510.19,1500.44,359223,325582448.0,0.65,-0.43,-6.5,0.25
1576,2016-10-18,1500.44,1510.19,1510.19,1500.44,593737,537784128.0,0.65,0.43,6.5,0.41
1577,2016-10-19,1510.19,1508.56,1513.44,1503.69,482636,438299024.0,0.65,-0.11,-1.63,0.33
1578,2016-10-20,1508.56,1506.94,1510.19,1503.69,342845,310966016.0,0.43,-0.11,-1.62,0.23
1579,2016-10-21,1508.56,1516.69,1516.69,1505.31,683897,621549840.0,0.76,0.65,9.75,0.47
1580,2016-10-24,1516.69,1534.57,1544.32,1515.06,915677,844746080.0,1.93,1.18,17.88,0.63
1581,2016-10-25,1536.19,1529.69,1537.82,1524.82,500753,461542704.0,0.85,-0.32,-4.88,0.34
1582,2016-10-26,1531.32,1519.94,1531.32,1516.69,440452,403750816.0,0.96,-0.64,-9.75,0.3
1583,2016-10-27,1521.56,1521.56,1523.19,1515.06,324141,296216912.0,0.53,0.11,1.62,0.22
1584,2016-10-28,1521.56,1523.19,1532.94,1518.31,541998,497615056.0,0.96,0.11,1.63,0.37
1585,2016-10-31,1519.94,1519.94,1521.56,1510.19,493597,450148880.0,0.75,-0.21,-3.25,0.34
1586,2016-11-01,1518.31,1518.31,1521.56,1513.44,525416,480117536.0,0.53,-0.11,-1.63,0.36
1587,2016-11-02,1518.31,1506.94,1518.31,1503.69,633586,576083792.0,0.96,-0.75,-11.37,0.43
1588,2016-11-03,1505.31,1516.69,1518.31,1503.69,616871,561464944.0,0.97,0.65,9.75,0.42
1589,2016-11-04,1513.44,1513.44,1523.19,1511.81,508118,463831936.0,0.75,-0.21,-3.25,0.35
1590,2016-11-07,1511.81,1515.06,1515.06,1506.94,497240,452447936.0,0.54,0.11,1.62,0.34
1591,2016-11-08,1515.06,1519.94,1519.94,1511.81,806695,736747216.0,0.54,0.32,4.88,0.55
1592,2016-11-09,1518.31,1506.94,1518.31,1497.19,722617,656061968.0,1.39,-0.86,-13.0,0.49
1593,2016-11-10,1511.81,1518.31,1521.56,1511.81,631999,576898448.0,0.65,0.75,11.37,0.43
1594,2016-11-11,1518.31,1524.82,1524.82,1513.44,812270,742969904.0,0.75,0.43,6.51,0.56
1595,2016-11-14,1521.56,1531.32,1536.19,1521.56,975079,898058352.0,0.96,0.43,6.5,0.67
1596,2016-11-15,1528.07,1532.94,1534.57,1524.82,554343,510596176.0,0.64,0.11,1.62,0.38
1597,2016-11-16,1532.94,1532.94,1534.57,1528.07,415842,383425744.0,0.42,0.0,0.0,0.28
1598,2016-11-17,1531.32,1529.69,1531.32,1524.82,505324,464611136.0,0.42,-0.21,-3.25,0.35
1599,2016-11-18,1529.69,1524.82,1529.69,1521.56,517597,475289968.0,0.53,-0.32,-4.87,0.35
1600,2016-11-21,1524.82,1534.57,1541.07,1523.19,850243,785475680.0,1.17,0.64,9.75,0.58
1601,2016-11-22,1534.57,1554.07,1554.07,1532.94,1180257,1097408720.0,1.38,1.27,19.5,0.81
1602,2016-11-23,1550.82,1568.7,1586.58,1550.82,1752869,1660465712.0,2.3,0.94,14.63,1.2
1603,2016-11-24,1567.07,1571.95,1580.07,1563.82,779749,738580576.0,1.04,0.21,3.25,0.53
1604,2016-11-25,1573.57,1596.33,1596.33,1570.32,1013675,968127760.0,1.65,1.55,24.38,0.69
1605,2016-11-28,1607.7,1597.95,1622.33,1593.08,1279689,1240686240.0,1.83,0.1,1.62,0.87
1606,2016-11-29,1591.45,1596.33,1609.33,1584.95,887779,854308656.0,1.53,-0.1,-1.62,0.61
1607,2016-11-30,1601.2,1584.95,1612.58,1576.82,1025963,985758448.0,2.24,-0.71,-11.38,0.7
1608,2016-12-01,1588.2,1593.08,1597.95,1584.95,646004,619633744.0,0.82,0.51,8.13,0.44
1609,2016-12-02,1593.08,1584.95,1593.08,1567.07,829687,790044448.0,1.63,-0.51,-8.13,0.57
1610,2016-12-05,1576.82,1570.32,1583.32,1562.2,764366,723222048.0,1.33,-0.92,-14.63,0.52
1611,2016-12-06,1573.57,1575.2,1580.07,1568.7,602903,571585184.0,0.72,0.31,4.88,0.41
1612,2016-12-07,1573.57,1573.57,1575.2,1562.2,493405,466085504.0,0.83,-0.1,-1.63,0.34
1613,2016-12-08,1576.82,1580.07,1584.95,1565.45,671452,638058512.0,1.24,0.41,6.5,0.46
1614,2016-12-09,1576.82,1601.2,1617.46,1573.57,1514199,1460778336.0,2.78,1.34,21.13,1.03
1615,2016-12-12,1601.2,1576.82,1620.71,1567.07,1256874,1206662624.0,3.35,-1.52,-24.38,0.86
1616,2016-12-13,1573.57,1563.82,1576.82,1549.19,645772,607769968.0,1.75,-0.82,-13.0,0.44
1617,2016-12-14,1563.82,1560.57,1578.45,1560.57,597706,564787520.0,1.14,-0.21,-3.25,0.41
1618,2016-12-15,1555.7,1536.19,1562.2,1529.69,827613,767751840.0,2.08,-1.56,-24.38,0.57
1619,2016-12-16,1534.57,1536.19,1542.69,1529.69,396814,366925344.0,0.85,0.0,0.0,0.27
1620,2016-12-19,1531.32,1528.07,1532.94,1523.19,494011,453899744.0,0.63,-0.53,-8.12,0.34
1621,2016-12-20,1528.07,1513.44,1528.07,1508.56,636638,580118160.0,1.28,-0.96,-14.63,0.44
1622,2016-12-21,1515.06,1521.56,1521.56,1513.44,369921,338201440.0,0.54,0.54,8.12,0.25
1623,2016-12-22,1519.94,1518.31,1521.56,1513.44,341341,311546864.0,0.53,-0.21,-3.25,0.23
1624,2016-12-23,1518.31,1508.56,1518.31,1506.94,382912,348140448.0,0.75,-0.64,-9.75,0.26
1625,2016-12-26,1505.31,1515.06,1516.69,1498.81,302059,273934288.0,1.19,0.43,6.5,0.21
1626,2016-12-27,1515.06,1508.56,1516.69,1506.94,268841,244788273.0,0.64,-0.43,-6.5,0.18
1627,2016-12-28,1508.56,1505.31,1513.44,1502.06,336055,304898608.0,0.75,-0.22,-3.25,0.23
1628,2016-12-29,1506.94,1508.56,1510.19,1503.69,338759,307183504.0,0.43,0.22,3.25,0.23
1629,2016-12-30,1508.56,1511.81,1511.81,1505.31,302607,274882704.0,0.43,0.22,3.25,0.21
1630,2017-01-03,1513.44,1521.56,1524.82,1510.19,459840,420595184.0,0.97,0.64,9.75,0.31
1631,2017-01-04,1519.94,1521.56,1524.82,1518.31,449330,411503440.0,0.43,0.0,0.0,0.31
1632,2017-01-05,1523.19,1523.19,1524.82,1519.94,344373,315769696.0,0.32,0.11,1.63,0.24
1633,2017-01-06,1523.19,1516.69,1523.19,1513.44,358154,327176432.0,0.64,-0.43,-6.5,0.24
1634,2017-01-09,1516.69,1519.94,1523.19,1513.44,361082,329994608.0,0.64,0.21,3.25,0.21
1635,2017-01-10,1519.94,1519.94,1521.56,1518.31,241054,220575131.0,0.21,0.0,0.0,0.14
1636,2017-01-11,1518.31,1518.31,1523.19,1516.69,303431,277553200.0,0.43,-0.11,-1.63,0.18
1637,2017-01-12,1516.69,1519.94,1523.19,1516.69,428007,391869408.0,0.43,0.11,1.63,0.25
1638,2017-01-13,1518.31,1521.56,1526.44,1515.06,434301,397601904.0,0.75,0.11,1.62,0.26
1639,2017-01-16,1519.94,1518.31,1521.56,1506.94,683166,623025824.0,0.96,-0.21,-3.25,0.4
1640,2017-01-17,1515.06,1519.94,1521.56,1511.81,545552,498179696.0,0.64,0.11,1.63,0.32
1641,2017-01-18,1518.31,1523.19,1526.44,1516.69,574269,526426592.0,0.64,0.21,3.25,0.34
1642,2017-01-19,1519.94,1524.82,1534.57,1519.94,437713,402445632.0,0.96,0.11,1.63,0.26
1643,2017-01-20,1523.19,1531.32,1532.94,1523.19,393329,361865152.0,0.64,0.43,6.5,0.23
1644,2017-01-23,1531.32,1531.32,1537.82,1528.07,420299,388019072.0,0.64,0.0,0.0,0.25
1645,2017-01-24,1532.94,1539.44,1541.07,1528.07,470244,434787728.0,0.85,0.53,8.12,0.28
1646,2017-01-25,1539.44,1537.82,1541.07,1536.19,304402,281976288.0,0.32,-0.11,-1.62,0.18
1647,2017-01-26,1539.44,1549.19,1550.82,1537.82,420713,391844288.0,0.85,0.74,11.37,0.25
1648,2017-02-03,1550.82,1537.82,1554.07,1532.94,315472,292617936.0,1.36,-0.73,-11.37,0.19
1649,2017-02-06,1537.82,1545.94,1547.57,1537.82,516786,480441328.0,0.63,0.53,8.12,0.31
1650,2017-02-07,1545.94,1544.32,1547.57,1539.44,396885,368755280.0,0.53,-0.1,-1.62,0.23
1651,2017-02-08,1542.69,1544.32,1544.32,1534.57,360272,333975408.0,0.63,0.0,0.0,0.21
1652,2017-02-09,1544.32,1545.94,1549.19,1541.07,342855,319201024.0,0.53,0.1,1.62,0.2
1653,2017-02-10,1547.57,1549.19,1554.07,1545.94,482743,450701344.0,0.53,0.21,3.25,0.29
1654,2017-02-13,1550.82,1562.2,1567.07,1549.19,638365,599951024.0,1.15,0.84,13.01,0.38
1655,2017-02-14,1562.2,1560.57,1563.82,1555.7,362405,340318432.0,0.52,-0.1,-1.63,0.21
1656,2017-02-15,1560.57,1568.7,1583.32,1558.95,756613,716759648.0,1.56,0.52,8.13,0.45
1657,2017-02-16,1568.7,1570.32,1576.82,1563.82,411161,388636224.0,0.83,0.1,1.62,0.24
1658,2017-02-17,1570.32,1558.95,1575.2,1555.7,423775,400161792.0,1.24,-0.72,-11.37,0.25
1659,2017-02-20,1560.57,1586.58,1589.83,1560.57,898755,855710800.0,1.88,1.77,27.63,0.53
1660,2017-02-21,1584.95,1588.2,1596.33,1583.32,646584,618761072.0,0.82,0.1,1.62,0.38
1661,2017-02-22,1588.2,1588.2,1588.2,1576.82,462966,441528336.0,0.72,0.0,0.0,0.27
1662,2017-02-23,1584.95,1578.45,1588.2,1573.57,335328,319293840.0,0.92,-0.61,-9.75,0.2
1663,2017-02-24,1576.82,1576.82,1583.32,1573.57,332500,316020784.0,0.62,-0.1,-1.63,0.2
1664,2017-02-27,1576.82,1565.45,1576.82,1563.82,407341,384781008.0,0.82,-0.72,-11.37,0.24
1665,2017-02-28,1565.45,1573.57,1578.45,1563.82,369720,350366896.0,0.93,0.52,8.12,0.22
1666,2017-03-01,1575.2,1575.2,1584.95,1571.95,346994,330157968.0,0.83,0.1,1.63,0.21
1667,2017-03-02,1578.45,1565.45,1583.32,1563.82,403629,382395888.0,1.24,-0.62,-9.75,0.24
1668,2017-03-03,1562.2,1560.57,1565.45,1554.07,342655,321952544.0,0.73,-0.31,-4.88,0.2
1669,2017-03-06,1560.57,1568.7,1570.32,1558.95,404511,381212304.0,0.73,0.52,8.13,0.24
1670,2017-03-07,1567.07,1568.7,1570.32,1560.57,294673,277747408.0,0.62,0.0,0.0,0.17
1671,2017-03-08,1565.45,1563.82,1568.7,1560.57,244438,230425150.0,0.52,-0.31,-4.88,0.14
1672,2017-03-09,1562.2,1557.32,1565.45,1554.07,378170,354813680.0,0.73,-0.42,-6.5,0.22
1673,2017-03-10,1557.32,1560.57,1562.2,1554.07,390182,366140048.0,0.52,0.21,3.25,0.23
1674,2017-03-13,1558.95,1567.07,1568.7,1555.7,545304,513148480.0,0.83,0.42,6.5,0.32
1675,2017-03-14,1565.45,1567.07,1570.32,1562.2,404484,381594064.0,0.52,0.0,0.0,0.24
1676,2017-03-15,1563.82,1573.57,1573.57,1563.82,546561,515943744.0,0.62,0.41,6.5,0.32
1677,2017-03-16,1573.57,1580.07,1581.7,1568.7,635954,603450064.0,0.83,0.41,6.5,0.38
1678,2017-03-17,1568.7,1545.94,1570.32,1544.32,1583647,1482736992.0,1.65,-2.16,-34.13,0.94
1679,2017-03-20,1542.69,1536.19,1545.94,1531.32,715022,661887008.0,0.95,-0.63,-9.75,0.42
1680,2017-03-21,1536.19,1534.57,1537.82,1528.07,554649,511914336.0,0.63,-0.11,-1.62,0.33
1681,2017-03-22,1528.07,1521.56,1531.32,1518.31,566124,519331024.0,0.85,-0.85,-13.01,0.33
1682,2017-03-23,1521.56,1528.07,1534.57,1519.94,433588,398986560.0,0.96,0.43,6.51,0.26
1683,2017-03-24,1528.07,1526.44,1534.57,1521.56,710828,653533824.0,0.85,-0.11,-1.63,0.42
1684,2017-03-27,1515.06,1518.31,1526.44,1508.56,985012,900094464.0,1.17,-0.53,-8.13,0.58
1685,2017-03-28,1521.56,1515.06,1523.19,1511.81,481373,439405824.0,0.75,-0.21,-3.25,0.28
1686,2017-03-29,1516.69,1513.44,1519.94,1510.19,601141,548060688.0,0.64,-0.11,-1.62,0.36
1687,2017-03-30,1515.06,1508.56,1515.06,1505.31,687286,623995520.0,0.64,-0.32,-4.88,0.41
1688,2017-03-31,1508.56,1523.19,1524.82,1508.56,633121,578579040.0,1.08,0.97,14.63,0.37
1689,2017-04-05,1521.56,1529.69,1531.32,1519.94,499150,458567840.0,0.75,0.43,6.5,0.3
1690,2017-04-06,1528.07,1528.07,1531.32,1523.19,434391,399118976.0,0.53,-0.11,-1.62,0.26
1691,2017-04-07,1526.44,1528.07,1531.32,1523.19,514845,473366400.0,0.53,0.0,0.0,0.3
1692,2017-04-10,1528.07,1524.82,1529.69,1523.19,401344,368682032.0,0.43,-0.21,-3.25,0.24
1693,2017-04-11,1523.19,1519.94,1526.44,1510.19,612438,560304080.0,1.07,-0.32,-4.88,0.36
1694,2017-04-12,1521.56,1515.06,1523.19,1511.81,455337,416101248.0,0.75,-0.32,-4.88,0.27
1695,2017-04-13,1513.44,1515.06,1518.31,1511.81,357443,325949856.0,0.43,0.0,0.0,0.21
1696,2017-04-14,1513.44,1508.56,1515.06,1505.31,490501,445637456.0,0.64,-0.43,-6.5,0.29
1697,2017-04-17,1508.56,1511.81,1513.44,1503.69,531892,483130496.0,0.65,0.22,3.25,0.31
1698,2017-04-18,1510.19,1503.69,1511.81,1503.69,335377,304162864.0,0.54,-0.54,-8.12,0.2
1699,2017-04-19,1500.44,1480.93,1502.06,1479.31,799669,714963680.0,1.51,-1.51,-22.76,0.47
1700,2017-04-20,1479.31,1482.56,1485.81,1477.68,437630,390063536.0,0.55,0.11,1.63,0.26
1701,2017-04-21,1482.56,1490.68,1493.93,1479.31,325408,291126080.0,0.99,0.55,8.12,0.19
1702,2017-04-24,1490.68,1484.18,1492.31,1477.68,394995,352926400.0,0.98,-0.44,-6.5,0.23
1703,2017-04-25,1484.18,1495.56,1497.19,1484.18,377933,339230144.0,0.88,0.77,11.38,0.22
1704,2017-04-26,1495.56,1493.93,1497.19,1489.06,382147,343316096.0,0.54,-0.11,-1.63,0.23
1705,2017-04-27,1490.68,1490.68,1492.31,1480.93,387393,346186992.0,0.76,-0.22,-3.25,0.23
1706,2017-04-28,1489.06,1493.93,1493.93,1482.56,286446,256106698.0,0.76,0.22,3.25,0.17
1707,2017-05-02,1489.06,1485.81,1489.06,1479.31,311026,277665888.0,0.65,-0.54,-8.12,0.18
1708,2017-05-03,1482.56,1480.93,1484.18,1477.68,280311,249660877.0,0.44,-0.33,-4.88,0.17
1709,2017-05-04,1477.68,1453.3,1477.68,1450.05,696517,613783440.0,1.87,-1.87,-27.63,0.41
1710,2017-05-05,1453.3,1435.42,1456.55,1427.3,623701,539541744.0,2.01,-1.23,-17.88,0.37
1711,2017-05-08,1430.55,1425.67,1433.8,1420.8,460090,394424112.0,0.91,-0.68,-9.75,0.27
1712,2017-05-09,1424.05,1437.05,1437.05,1422.42,324194,279119680.0,1.03,0.8,11.38,0.19
1713,2017-05-10,1435.42,1441.93,1463.05,1433.8,573078,498675312.0,2.04,0.34,4.88,0.34
1714,2017-05-11,1438.68,1446.8,1450.05,1430.55,503644,436444288.0,1.35,0.34,4.87,0.3
1715,2017-05-12,1443.55,1479.31,1479.31,1437.05,917968,809131904.0,2.92,2.25,32.51,0.54
1716,2017-05-15,1477.68,1472.81,1487.43,1464.68,536578,476417664.0,1.54,-0.44,-6.5,0.32
1717,2017-05-16,1469.56,1469.56,1471.18,1451.68,524872,461069296.0,1.32,-0.22,-3.25,0.31
1718,2017-05-17,1464.68,1458.18,1464.68,1454.93,417338,365987536.0,0.66,-0.77,-11.38,0.25
1719,2017-05-18,1450.05,1451.68,1458.18,1448.43,227401,198765579.0,0.67,-0.45,-6.5,0.13
1720,2017-05-19,1453.3,1445.18,1456.55,1443.55,294271,256396867.0,0.9,-0.45,-6.5,0.17
1721,2017-05-22,1443.55,1443.55,1451.68,1432.17,679120,588546720.0,1.35,-0.11,-1.63,0.4
1722,2017-05-23,1441.93,1461.43,1469.56,1437.05,800040,702123776.0,2.25,1.24,17.88,0.47
1723,2017-05-24,1459.8,1464.68,1467.93,1443.55,532377,466560640.0,1.67,0.22,3.25,0.31
1724,2017-05-25,1461.43,1511.81,1518.31,1459.8,1621544,1462763024.0,3.99,3.22,47.13,0.96
1725,2017-05-26,1508.56,1511.81,1516.69,1502.06,895366,813387168.0,0.97,0.0,0.0,0.53
1726,2017-05-31,1511.81,1528.07,1532.94,1505.31,1033211,948741888.0,1.83,1.08,16.26,0.61
1727,2017-06-01,1528.07,1526.44,1532.94,1515.06,566183,519544672.0,1.17,-0.11,-1.63,0.33
1728,2017-06-02,1524.82,1523.19,1542.69,1518.31,770757,710119504.0,1.6,-0.21,-3.25,0.46
1729,2017-06-05,1516.69,1500.44,1523.19,1493.93,634133,573460400.0,1.92,-1.49,-22.75,0.37
1730,2017-06-06,1497.19,1502.06,1505.31,1493.93,355342,320520912.0,0.76,0.11,1.62,0.21
1731,2017-06-07,1498.81,1516.69,1519.94,1497.19,645723,587357664.0,1.51,0.97,14.63,0.38
1732,2017-06-08,1513.44,1516.69,1519.94,1508.56,383004,348860768.0,0.75,0.0,0.0,0.23
1733,2017-06-09,1519.94,1519.94,1531.32,1515.06,685468,628281696.0,1.07,0.21,3.25,0.41
1734,2017-06-12,1519.94,1513.44,1526.44,1511.81,504578,461493696.0,0.96,-0.43,-6.5,0.3
1735,2017-06-13,1513.44,1515.06,1518.31,1503.69,448435,407876688.0,0.97,0.11,1.62,0.27
1736,2017-06-14,1515.06,1508.56,1516.69,1502.06,375444,340596128.0,0.97,-0.43,-6.5,0.22
